country,iso_code,year,primary_energy_consumption,co2,total_ghg,co2_per_capita,co2_per_gdp,energy_per_capita,energy_per_gdp,coal_co2,flaring_co2,gas_co2,oil_co2,cumulative_co2,pop(m),gdp($b)
Chile,CHL,2012,402.747,79.621,123.683,4.545,0.221,23224.074,1.12,23.476,0.044,9.809,45.165,2333.095,17.52,359.56
Chile,CHL,2013,413.759,81.737,124.529,4.621,0.22,23629.986,1.114,25.396,0.047,9.292,45.916,2414.832,17.69,371.45
Chile,CHL,2014,409.534,77.59,118.326,4.343,0.205,23154.375,1.083,24.389,0.064,8.296,43.82,2492.422,17.86,378.11
Chile,CHL,2015,414.23,81.782,122.149,4.531,0.212,23180.021,1.072,27.194,0.09,9.112,44.353,2574.204,18.05,386.25
Chile,CHL,2016,433.903,84.25,123.026,4.612,0.214,23993.93,1.104,27.015,0.1,9.951,46.064,2658.455,18.27,393.02
Chile,CHL,2017,450.347,84.138,123.363,4.534,0.211,24517.238,1.131,27.754,0.058,9.944,45.468,2742.593,18.56,398.36
Chile,CHL,2018,468.278,84.439,123.185,4.469,0.204,25039.641,1.13,27.071,0.089,9.981,46.568,2827.032,18.89,414.25
Chile,CHL,2019,473.979,91.977,129.449,4.791,0.22,24894.514,1.136,31.017,0.046,12.051,48.022,2919.009,19.2,417.33
Chile,CHL,2020,442.478,80.178,115.991,4.139,0.205,22925.926,1.13,25.194,0.028,11.043,43.034,2999.187,19.37,391.69
Chile,CHL,2021,476.857,83.655,117.503,4.3,0.191,24462.756,1.09,24.097,0.012,12.083,46.487,3082.842,19.46,437.66
Chile,CHL,2022,503.505,82.537,115.855,4.221,0.184,25684.15,1.123,19.681,0.008,12.868,49.004,3165.379,19.55,448.34
Chile,CHL,2023,504.068,77.288,107.988,3.931,1.7238779670694878e-10,25678.967,1.1243035388479227e-09,14.493,0.006,12.423,49.39,3242.667,19.66,448.34
China,CHN,1975,3680.441,1183.215,2734.967,1.292,0.81,4021.792,2.52,906.638,1.905,16.972,204.191,15967.872,916.12,1460.73
China,CHN,1976,3874.827,1226.421,2686.15,1.318,0.868,4169.278,2.741,910.39,1.905,19.368,238.985,17194.293,930.37,1413.71
China,CHN,1977,4225.152,1340.831,3177.824,1.421,0.898,4482.533,2.829,998.609,2.18,23.237,257.484,18535.125,943.55,1493.49
China,CHN,1978,4632.033,1492.778,3490.816,1.561,0.895,4849.59,2.778,1117.447,2.737,26.286,281.992,20027.902,956.16,1667.55
China,CHN,1979,4771.826,1525.661,3107.579,1.574,0.847,4928.05,2.649,1147.547,3.063,27.777,278.427,21553.564,969.29,1801.38
China,CHN,1980,4827.534,1494.496,3073.064,1.52,0.789,4914.158,2.549,1122.664,3.012,27.319,273.202,23048.059,983.16,1893.78
China,CHN,1981,4763.85,1476.488,3015.528,1.48,0.757,4776.941,2.443,1125.005,2.689,24.388,256.374,24524.547,997.72,1949.96
China,CHN,1982,4976.87,1606.585,3146.039,1.585,0.755,4910.659,2.338,1248.856,2.524,22.9,257.81,26131.133,1013.59,2128.6
China,CHN,1983,5297.698,1694.217,3251.668,1.646,0.743,5147.26,2.325,1321.843,2.671,23.439,263.771,27825.348,1029.06,2278.86
China,CHN,1984,5685.145,1844.828,3416.188,1.767,0.728,5444.643,2.244,1454.198,3.213,24.226,271.451,29670.176,1043.85,2534.0
China,CHN,1985,6150.371,1998.083,3533.082,1.885,0.726,5800.923,2.234,1584.511,0.0,24.82,284.594,31668.262,1059.81,2752.67
China,CHN,1986,6444.106,2104.213,3663.251,1.953,0.718,5979.108,2.198,1657.391,0.0,26.352,303.068,33772.473,1077.23,2931.54
China,CHN,1987,6950.239,2257.739,3842.969,2.06,0.711,6336.534,2.187,1770.269,0.0,26.601,321.523,36030.211,1096.22,3177.31
China,CHN,1988,7467.112,2425.894,4057.844,2.175,0.723,6691.621,2.226,1892.698,0.0,27.311,343.13,38456.105,1115.24,3354.46
China,CHN,1989,7836.437,2463.654,4150.328,2.173,0.729,6907.912,2.318,1920.239,0.0,28.821,354.441,40919.762,1133.99,3380.56
China,CHN,1990,7938.249,2484.855,4209.336,2.154,0.734,6880.663,2.345,1976.684,0.0,29.301,330.291,43404.617,1153.58,3385.12
China,CHN,1991,8337.61,2606.096,4305.831,2.226,0.743,7122.351,2.376,2049.92,0.0,30.778,356.027,46010.711,1170.79,3508.95
China,CHN,1992,8773.708,2730.788,4440.297,2.305,0.727,7411.395,2.337,2114.715,0.0,30.239,385.793,48741.5,1184.57,3755.04
China,CHN,1993,9457.634,2921.651,4595.828,2.44,0.708,7908.675,2.292,2228.745,0.0,35.728,428.549,51663.152,1197.31,4126.17
China,CHN,1994,10048.812,3103.739,4897.836,2.567,0.699,8323.468,2.264,2380.586,3.737,41.568,423.712,54766.887,1209.0,4438.75
China,CHN,1995,10352.658,3361.637,5172.046,2.755,0.699,8498.712,2.152,2569.754,3.728,42.436,468.23,58128.523,1220.13,4810.0
China,CHN,1996,10907.449,3508.818,5353.583,2.851,0.684,8880.126,2.127,2660.401,5.584,44.47,510.622,61637.344,1230.94,5127.59
China,CHN,1997,10981.134,3515.594,5312.637,2.833,0.664,8871.482,2.075,2609.556,5.425,44.159,557.961,65152.938,1241.14,5291.34
China,CHN,1998,11000.566,3364.587,5180.109,2.69,0.63,8822.785,2.061,2444.771,4.132,50.501,559.262,68517.523,1250.85,5338.7
China,CHN,1999,11386.067,3557.275,5332.926,2.823,0.638,9069.433,2.041,2580.992,4.433,54.572,596.751,72074.797,1260.18,5578.5
China,CHN,2000,11800.283,3649.227,5307.824,2.874,0.613,9334.936,1.982,2601.762,4.737,59.796,648.686,75724.031,1269.58,5952.68
China,CHN,2001,12470.062,3728.51,5318.595,2.916,0.589,9797.812,1.97,2637.651,4.783,67.157,659.3,79452.539,1278.73,6329.74
China,CHN,2002,13580.49,4103.046,5664.255,3.188,0.602,10602.087,1.993,3018.637,4.486,53.993,653.086,83555.578,1286.87,6814.49
China,CHN,2003,15818.756,4841.119,6456.585,3.74,0.668,12273.32,2.182,3601.712,5.18,60.745,727.099,88396.703,1294.52,7248.62
China,CHN,2004,18509.135,5217.351,6943.841,4.007,0.666,14272.745,2.364,3835.288,5.192,71.521,839.093,93614.055,1302.1,7830.95
China,CHN,2005,21027.164,5882.106,7667.986,4.49,0.684,16114.158,2.444,4424.353,5.588,84.957,850.173,99496.156,1310.03,8602.94
China,CHN,2006,23048.332,6494.331,8351.435,4.927,0.684,17552.789,2.429,4905.367,5.534,103.753,898.534,105990.484,1318.05,9489.54
China,CHN,2007,25049.576,6983.547,8862.956,5.267,0.674,18955.223,2.418,5289.875,4.965,129.515,927.351,112974.039,1325.81,10358.2
China,CHN,2008,26020.463,7501.498,9405.909,5.624,0.695,19561.799,2.409,5729.473,4.666,149.674,970.118,120475.531,1333.82,10799.1
China,CHN,2009,27158.898,7891.078,9828.306,5.878,0.682,20281.068,2.347,6028.489,4.557,164.404,982.348,128366.609,1342.52,11572.5
China,CHN,2010,29055.609,8620.576,10567.731,6.378,0.67,21551.547,2.26,6568.743,3.974,199.585,1092.571,136987.188,1351.56,12858.8
China,CHN,2011,31336.535,9532.332,11587.158,7.008,0.696,23090.885,2.289,7309.709,3.853,245.99,1123.859,146519.516,1360.25,13691.5
China,CHN,2012,32624.178,9779.292,11785.366,7.141,0.662,23873.199,2.208,7464.744,3.733,277.599,1176.712,156298.812,1369.52,14773.2
China,CHN,2013,33852.562,9956.329,11976.409,7.22,0.625,24600.359,2.126,7493.408,3.632,320.127,1234.621,166255.125,1379.01,15925.5
China,CHN,2014,34729.066,9990.257,12002.595,7.198,0.584,25071.705,2.03,7424.993,3.93,370.222,1255.605,176245.391,1387.95,17103.9
China,CHN,2015,35135.988,9863.457,11932.706,7.065,0.539,25210.303,1.92,7266.92,3.901,380.052,1328.805,186108.859,1396.13,18301.2
China,CHN,2016,35277.711,9762.714,11690.258,6.953,0.499,25164.398,1.805,7071.355,3.09,421.726,1357.838,195871.578,1404.05,19545.7
China,CHN,2017,36649.383,10006.343,11935.866,7.085,0.479,25987.383,1.754,7163.255,2.969,486.359,1430.587,205877.906,1412.35,20894.4
China,CHN,2018,38409.645,10332.992,12279.784,7.282,0.463,27104.984,1.723,7316.367,3.408,575.369,1500.474,216210.891,1419.01,22294.3
China,CHN,2019,40188.543,10713.984,12614.095,7.526,0.453,28264.688,1.701,7523.024,3.839,630.171,1559.728,226924.891,1423.52,23631.9
China,CHN,2020,41493.711,10905.693,12841.301,7.647,0.452,29119.828,1.718,7679.484,5.17,676.473,1523.052,237830.578,1426.11,24151.8
China,CHN,2021,43847.004,11447.913,13427.619,8.026,0.437,30750.547,1.675,8141.342,4.812,765.333,1521.11,249278.5,1426.44,26180.6
China,CHN,2022,44516.312,11350.538,13403.84,7.964,0.421,31220.076,1.651,8168.899,4.678,760.059,1489.342,260629.031,1425.18,26966.0
China,CHN,2023,47427.562,11902.503,13968.915,8.367,4.4138926796706966e-10,33266.828,1.7587911444040643e-09,8550.844,4.494,814.783,1642.827,272531.531,1422.58,26966.0
Colombia,COL,1975,155.635,35.809,160.668,1.534,0.257,6650.001,1.118,8.779,1.436,3.598,20.515,611.37,23.34,139.25
Colombia,COL,1976,162.258,37.98,180.133,1.592,0.26,6785.33,1.113,9.218,1.524,3.7,21.817,649.349,23.86,145.81
Colombia,COL,1977,167.654,39.241,160.36,1.609,0.258,6858.704,1.104,9.414,1.561,4.203,22.503,688.59,24.39,151.87
Colombia,COL,1978,176.187,41.534,161.229,1.665,0.252,7046.456,1.069,9.896,1.576,5.569,22.537,730.125,24.95,164.78
Colombia,COL,1979,183.328,44.267,158.53,1.735,0.255,7167.057,1.056,11.257,1.429,5.973,23.616,774.391,25.52,173.59
Colombia,COL,1980,190.734,44.174,155.233,1.692,0.244,7286.557,1.055,10.3,1.037,6.907,23.906,818.566,26.1,180.72
Colombia,COL,1981,193.446,44.26,152.458,1.657,0.24,7221.912,1.048,10.661,1.147,7.382,23.012,862.826,26.71,184.57
Colombia,COL,1982,199.038,45.679,155.439,1.671,0.245,7262.792,1.068,10.987,1.128,7.723,23.532,908.505,27.34,186.38
Colombia,COL,1983,209.62,49.21,154.432,1.758,0.26,7475.116,1.107,12.139,1.216,8.471,25.23,957.715,27.99,189.37
Colombia,COL,1984,212.379,48.702,157.102,1.7,0.248,7402.779,1.083,11.996,1.154,8.519,24.64,1006.417,28.64,196.14
Colombia,COL,1985,219.453,48.079,152.57,1.643,0.237,7483.166,1.083,12.208,1.106,7.349,24.987,1054.496,29.27,202.55
Colombia,COL,1986,229.963,48.754,150.842,1.632,0.227,7675.651,1.07,12.039,1.0,6.895,26.133,1103.25,29.88,214.96
Colombia,COL,1987,251.271,50.124,155.388,1.643,0.221,8210.648,1.109,12.465,0.876,7.185,26.949,1153.374,30.5,226.48
Colombia,COL,1988,251.092,52.135,155.464,1.675,0.221,8033.223,1.065,12.549,0.788,7.533,28.279,1205.509,31.13,235.71
Colombia,COL,1989,264.485,53.082,156.887,1.67,0.218,8285.066,1.087,12.966,0.74,7.064,29.402,1258.591,31.78,243.37
Colombia,COL,1990,252.481,56.898,158.559,1.754,0.224,7744.489,0.996,13.884,0.806,8.373,31.113,1315.489,32.44,253.54
Colombia,COL,1991,259.169,56.654,173.864,1.712,0.218,7789.251,0.999,12.414,0.828,8.695,31.998,1372.143,33.1,259.42
Colombia,COL,1992,268.506,61.495,182.73,1.821,0.227,7911.416,0.992,13.667,0.923,8.365,35.651,1433.638,33.76,270.56
Colombia,COL,1993,292.186,63.338,196.317,1.839,0.221,8441.098,1.022,14.206,1.132,8.644,36.038,1496.975,34.44,286.02
Colombia,COL,1994,316.39,67.037,214.696,1.908,0.223,8964.032,1.052,13.612,0.969,8.977,39.56,1564.013,35.13,300.64
Colombia,COL,1995,323.725,59.421,238.933,1.66,0.188,8999.828,1.024,14.136,1.301,8.295,31.793,1623.434,35.8,316.1
Colombia,COL,1996,336.599,59.913,243.045,1.643,0.186,9188.513,1.044,12.513,0.86,10.234,32.577,1683.346,36.46,322.4
Colombia,COL,1997,342.17,65.256,290.055,1.758,0.195,9175.434,1.024,12.289,1.866,12.454,34.797,1748.603,37.12,334.0
Colombia,COL,1998,346.521,65.799,287.985,1.741,0.196,9132.335,1.033,11.688,1.916,13.022,35.358,1814.401,37.79,335.37
Colombia,COL,1999,322.875,55.476,240.575,1.443,0.173,8367.868,1.004,9.684,1.319,11.201,30.393,1869.877,38.45,321.58
Colombia,COL,2000,314.184,56.591,192.686,1.448,0.171,8011.813,0.95,10.227,1.307,12.488,29.329,1926.469,39.09,330.62
Colombia,COL,2001,316.865,56.848,179.495,1.432,0.169,7953.855,0.943,10.321,1.609,13.26,28.543,1983.317,39.71,336.1
Colombia,COL,2002,316.936,55.901,226.236,1.386,0.162,7834.47,0.92,9.267,1.559,13.246,28.724,2039.218,40.32,344.52
Colombia,COL,2003,322.863,57.378,323.132,1.402,0.16,7863.652,0.902,10.406,1.27,12.681,29.645,2096.596,40.94,357.89
Colombia,COL,2004,339.531,54.647,231.82,1.315,0.145,8152.334,0.901,7.281,1.049,13.349,29.527,2151.243,41.54,376.73
Colombia,COL,2005,334.302,60.162,199.753,1.428,0.153,7917.907,0.848,10.234,0.857,14.007,30.939,2211.404,42.13,394.08
Colombia,COL,2006,385.987,62.304,221.453,1.459,0.148,9024.093,0.918,9.351,0.831,14.033,33.973,2273.709,42.69,420.28
Colombia,COL,2007,392.271,60.491,214.085,1.399,0.135,9058.002,0.874,8.053,0.844,14.033,33.02,2334.2,43.24,448.73
Colombia,COL,2008,408.48,66.964,195.969,1.53,0.144,9322.767,0.88,10.768,0.798,17.518,33.441,2401.164,43.76,464.04
Colombia,COL,2009,403.782,72.461,204.2,1.637,0.154,9111.861,0.857,11.802,0.897,20.097,35.735,2473.625,44.27,471.33
Colombia,COL,2010,424.601,76.266,204.719,1.703,0.156,9474.296,0.867,13.473,1.069,21.988,35.698,2549.891,44.78,489.87
Colombia,COL,2011,443.797,76.224,307.045,1.684,0.146,9794.911,0.851,13.785,1.46,21.051,35.341,2626.115,45.26,521.32
Colombia,COL,2012,471.933,80.255,465.526,1.756,0.148,10308.172,0.871,11.541,1.851,22.899,38.914,2706.371,45.72,541.72
Colombia,COL,2013,485.04,88.105,311.121,1.909,0.155,10490.081,0.852,17.803,1.662,22.339,41.509,2794.475,46.15,569.54
Colombia,COL,2014,510.586,94.078,272.186,2.02,0.158,10938.481,0.858,18.049,1.627,23.908,45.217,2888.553,46.57,595.16
Colombia,COL,2015,483.403,98.064,264.61,2.088,0.16,10259.04,0.789,19.144,1.543,24.406,47.419,2986.617,46.97,612.75
Colombia,COL,2016,544.617,94.208,236.426,1.986,0.151,11435.303,0.871,19.423,1.109,22.896,45.463,3080.825,47.44,625.54
Colombia,COL,2017,549.702,86.61,310.284,1.799,0.137,11368.834,0.867,14.686,1.034,22.784,42.874,3167.436,48.13,634.05
Colombia,COL,2018,558.419,86.731,295.66,1.769,0.133,11332.247,0.859,13.714,1.045,23.53,43.14,3254.167,49.02,650.3
Colombia,COL,2019,563.192,94.498,267.305,1.893,0.141,11221.787,0.839,18.152,1.003,24.224,45.582,3348.664,49.91,671.03
Colombia,COL,2020,512.586,89.732,241.827,1.772,0.144,10064.389,0.824,16.777,0.733,23.951,43.23,3438.396,50.63,622.36
Colombia,COL,2021,574.745,94.323,250.163,1.843,0.137,11156.515,0.832,11.611,0.616,21.76,54.465,3532.719,51.19,690.92
Colombia,COL,2022,610.067,98.293,251.261,1.9,0.132,11760.556,0.821,10.465,0.458,21.689,59.464,3631.011,51.74,742.72
Colombia,COL,2023,626.485,105.239,259.002,2.011,1.4169461584964395e-10,12028.095,8.435043226424062e-10,16.002,0.603,22.498,60.09,3736.25,52.32,742.72
Czechia,CZE,1975,589.3,173.668,192.562,17.314,1.579,58778.789,5.357,131.182,0.0,3.787,35.777,5623.2,10.03,110.0
Czechia,CZE,1976,605.729,180.411,200.15,17.875,1.578,60044.199,5.297,134.84,0.0,4.294,38.317,5803.611,10.09,114.36
Czechia,CZE,1977,625.648,185.792,206.559,18.306,1.572,61673.676,5.292,136.72,0.0,5.431,40.659,5989.403,10.15,118.22
Czechia,CZE,1978,634.403,187.464,208.097,18.378,1.523,62221.516,5.153,140.0,0.0,6.095,38.299,6176.867,10.2,123.12
Czechia,CZE,1979,641.109,182.557,204.009,17.817,1.463,62600.953,5.137,134.536,0.0,6.68,38.299,6359.425,10.25,124.8
Czechia,CZE,1980,620.836,184.677,205.807,17.973,1.455,60451.035,4.891,136.633,0.0,8.486,36.472,6544.103,10.28,126.92
Czechia,CZE,1981,616.225,182.648,203.767,17.751,1.441,59921.703,4.863,136.646,0.0,7.378,35.571,6726.75,10.29,126.73
Czechia,CZE,1982,609.005,180.846,202.147,17.56,1.449,59162.891,4.881,136.683,0.0,7.882,33.372,6907.597,10.3,124.77
Czechia,CZE,1983,609.977,181.076,202.847,17.575,1.428,59231.66,4.811,138.05,0.0,7.845,32.277,7088.673,10.3,126.78
Czechia,CZE,1984,630.302,187.168,209.665,18.165,1.444,61196.082,4.863,141.063,0.0,8.756,34.483,7275.841,10.3,129.62
Czechia,CZE,1985,631.51,184.6,206.888,17.913,1.393,61297.793,4.765,138.66,0.0,8.788,34.407,7460.441,10.31,132.54
Czechia,CZE,1986,638.553,185.854,207.803,18.036,1.365,61979.355,4.689,140.922,0.0,9.826,32.401,7646.295,10.3,136.19
Czechia,CZE,1987,653.255,183.641,205.76,17.823,1.318,63410.016,4.688,138.666,0.0,9.932,32.37,7829.937,10.3,139.35
Czechia,CZE,1988,656.114,180.617,202.681,17.526,1.27,63674.707,4.613,137.605,0.0,9.967,30.272,8010.554,10.31,142.24
Czechia,CZE,1989,636.0,172.331,194.488,16.722,1.191,61720.621,4.396,131.212,0.0,11.155,27.256,8182.884,10.31,144.68
Czechia,CZE,1990,546.744,164.25,185.084,15.944,1.124,53075.812,3.741,123.419,0.458,12.564,22.489,8347.135,10.3,146.17
Czechia,CZE,1991,497.639,148.883,166.4,14.448,1.141,48298.723,3.813,112.711,0.398,12.294,19.785,8496.019,10.3,130.5
Czechia,CZE,1992,482.979,145.706,161.361,14.129,1.108,46841.379,3.673,105.791,0.396,14.721,21.177,8641.725,10.31,131.5
Czechia,CZE,1993,478.929,140.124,154.913,13.577,1.051,46412.75,3.592,100.747,0.378,15.317,20.378,8781.849,10.32,133.34
Czechia,CZE,1994,466.515,132.668,146.562,12.853,0.954,45199.211,3.356,94.922,0.368,14.225,19.795,8914.516,10.32,139.0
Czechia,CZE,1995,486.214,131.622,144.388,12.764,0.88,47151.668,3.251,94.834,0.362,15.63,17.661,9046.139,10.31,149.54
Czechia,CZE,1996,502.922,135.019,148.519,13.114,0.855,48847.988,3.185,95.219,0.35,18.041,18.043,9181.157,10.3,157.9
Czechia,CZE,1997,482.32,130.942,144.082,12.737,0.824,46922.652,3.037,90.923,0.356,18.435,17.695,9312.1,10.28,158.83
Czechia,CZE,1998,468.271,125.716,138.363,12.247,0.784,45623.383,2.92,83.666,0.34,18.424,19.593,9437.814,10.27,160.36
Czechia,CZE,1999,448.987,116.672,128.5,11.381,0.708,43807.262,2.726,75.616,0.314,18.475,18.623,9554.487,10.25,164.73
Czechia,CZE,2000,474.504,127.236,140.006,12.429,0.73,46362.199,2.722,86.836,0.322,18.134,18.192,9681.724,10.24,174.31
Czechia,CZE,2001,485.272,127.145,134.903,12.426,0.7,47434.898,2.67,84.798,0.332,19.3,19.283,9808.867,10.23,181.75
Czechia,CZE,2002,486.757,123.968,130.431,12.107,0.663,47543.316,2.602,82.673,0.334,18.539,19.254,9932.836,10.24,187.04
Czechia,CZE,2003,514.55,127.572,133.658,12.447,0.65,50209.617,2.621,83.968,0.323,18.974,21.059,10060.408,10.25,196.33
Czechia,CZE,2004,527.825,128.292,134.485,12.502,0.615,51439.855,2.529,83.408,0.314,19.12,22.039,10188.699,10.26,208.73
Czechia,CZE,2005,519.632,125.691,130.695,12.227,0.558,50547.258,2.306,80.604,0.314,18.759,22.6,10314.391,10.28,225.3
Czechia,CZE,2006,529.455,126.537,133.002,12.28,0.519,51379.383,2.17,81.885,0.336,18.415,22.374,10440.927,10.3,243.99
Czechia,CZE,2007,523.705,128.366,135.044,12.417,0.492,50659.105,2.009,83.628,0.303,17.459,23.065,10569.294,10.34,260.67
Czechia,CZE,2008,513.619,122.935,129.926,11.845,0.452,49488.312,1.89,78.66,0.298,17.298,22.905,10692.229,10.38,271.71
Czechia,CZE,2009,492.811,114.983,121.738,11.034,0.439,47287.844,1.882,73.287,0.259,16.315,21.978,10807.211,10.42,261.92
Czechia,CZE,2010,513.649,117.476,125.466,11.227,0.433,49083.73,1.894,74.554,0.27,18.398,21.141,10924.688,10.46,271.23
Czechia,CZE,2011,501.976,115.189,124.548,10.975,0.413,47823.707,1.799,73.749,0.266,16.825,20.908,11039.876,10.5,279.08
Czechia,CZE,2012,499.438,111.287,121.325,10.591,0.402,47515.48,1.804,70.768,0.271,16.624,20.411,11151.163,10.51,276.89
Czechia,CZE,2013,490.221,106.722,117.389,10.153,0.386,46623.125,1.771,66.87,0.205,16.826,19.767,11257.887,10.51,276.76
Czechia,CZE,2014,479.937,104.246,116.146,9.912,0.368,45633.617,1.696,64.905,0.208,15.113,20.812,11362.132,10.52,283.03
Czechia,CZE,2015,470.716,105.001,119.83,9.977,0.352,44728.719,1.578,64.322,0.196,15.909,21.319,11467.133,10.52,298.28
Czechia,CZE,2016,464.374,106.648,119.627,10.126,0.349,44110.242,1.518,64.728,0.164,17.008,21.353,11573.781,10.53,305.84
Czechia,CZE,2017,490.582,107.746,118.501,10.221,0.335,46583.156,1.525,64.307,0.132,17.713,22.13,11681.527,10.54,321.65
Czechia,CZE,2018,489.024,106.336,115.775,10.08,0.32,46420.777,1.473,63.573,0.108,16.645,22.341,11787.863,10.55,332.01
Czechia,CZE,2019,477.905,101.009,110.531,9.57,0.295,45355.469,1.397,57.468,0.084,17.361,22.461,11888.871,10.55,342.07
Czechia,CZE,2020,442.568,91.674,100.183,8.689,0.284,42025.414,1.369,49.727,0.054,17.431,21.079,11980.546,10.55,323.24
Czechia,CZE,2021,466.406,96.645,104.786,9.177,0.289,44374.195,1.393,51.406,0.055,19.045,22.549,12077.191,10.53,334.73
Czechia,CZE,2022,455.731,95.108,102.267,8.911,0.277,43427.824,1.329,52.973,0.044,15.78,22.868,12172.298,10.67,342.97
Czechia,CZE,2023,423.373,85.624,91.887,7.921,2.4965667250785057e-10,40339.277,1.2344423807538335e-09,44.853,0.044,14.328,22.957,12257.923,10.81,342.97
Denmark,DNK,1975,210.239,55.709,76.795,11.009,0.507,41564.062,1.914,10.831,0.139,0.0,43.649,1706.951,5.06,109.86
Denmark,DNK,1976,231.443,60.057,79.684,11.839,0.513,45570.688,1.979,12.238,0.158,0.0,46.518,1767.008,5.07,116.97
Denmark,DNK,1977,236.189,61.765,82.956,12.138,0.52,46360.664,1.987,13.729,0.366,0.0,46.551,1828.774,5.09,118.86
Denmark,DNK,1978,239.619,61.028,82.019,11.956,0.506,46901.902,1.986,12.872,0.333,0.0,46.554,1889.802,5.1,120.62
Denmark,DNK,1979,239.139,62.908,83.388,12.294,0.504,46712.082,1.915,16.29,0.341,0.0,45.115,1952.71,5.12,124.9
Denmark,DNK,1980,232.961,60.286,81.67,11.768,0.485,45452.262,1.873,22.016,0.158,0.0,37.191,2012.996,5.12,124.35
Denmark,DNK,1981,209.247,51.716,71.156,10.098,0.42,40812.961,1.698,18.089,0.224,0.0,32.635,2064.712,5.12,123.24
Denmark,DNK,1982,199.994,53.615,73.659,10.476,0.422,39012.621,1.575,22.068,0.227,0.0,30.474,2118.327,5.12,126.96
Denmark,DNK,1983,190.114,50.098,72.122,9.795,0.385,37100.109,1.461,19.965,0.209,0.029,29.107,2168.426,5.11,130.16
Denmark,DNK,1984,193.293,50.781,69.642,9.934,0.374,37742.77,1.423,21.366,0.264,0.216,28.142,2219.206,5.11,135.87
Denmark,DNK,1985,217.816,59.981,78.208,11.729,0.423,42546.676,1.537,28.004,0.3,1.286,29.565,2279.187,5.11,141.7
Denmark,DNK,1986,222.643,58.802,77.237,11.483,0.4,43490.426,1.516,27.011,0.355,2.129,28.348,2337.989,5.12,146.86
Denmark,DNK,1987,214.641,58.242,75.707,11.36,0.395,41909.617,1.457,27.466,0.26,2.704,26.923,2396.231,5.13,147.29
Denmark,DNK,1988,212.306,55.014,71.824,10.725,0.369,41416.664,1.425,25.967,0.271,3.169,24.816,2451.245,5.13,149.01
Denmark,DNK,1989,195.815,48.685,66.878,9.485,0.326,38141.203,1.311,20.496,0.238,3.613,23.398,2499.93,5.13,149.4
Denmark,DNK,1990,201.961,53.464,70.667,10.399,0.354,39256.695,1.336,24.005,0.341,4.35,23.179,2553.394,5.14,151.21
Denmark,DNK,1991,232.854,64.093,81.249,12.435,0.416,45141.34,1.51,32.57,0.65,4.917,24.279,2617.487,5.15,154.21
Denmark,DNK,1992,218.137,58.315,75.607,11.276,0.369,42148.238,1.38,27.133,0.677,5.167,23.614,2675.801,5.17,158.12
Denmark,DNK,1993,231.304,60.562,75.873,11.672,0.381,44534.789,1.454,28.451,0.582,5.851,23.991,2736.363,5.19,159.07
Denmark,DNK,1994,248.056,64.661,80.787,12.42,0.384,47576.793,1.472,30.578,0.575,6.546,25.157,2801.023,5.21,168.49
Denmark,DNK,1995,243.62,61.641,77.571,11.778,0.353,46534.887,1.396,25.6,0.454,7.574,26.017,2862.665,5.23,174.48
Denmark,DNK,1996,289.889,74.887,91.21,14.229,0.415,55153.883,1.605,35.137,0.498,8.909,28.356,2937.551,5.26,180.65
Denmark,DNK,1997,262.998,65.425,81.616,12.379,0.349,49834.898,1.402,26.15,0.698,9.375,27.134,3002.976,5.29,187.65
Denmark,DNK,1998,253.691,61.226,76.068,11.543,0.317,47875.398,1.315,22.219,0.524,10.186,26.386,3064.202,5.3,192.86
Denmark,DNK,1999,246.049,58.642,73.444,11.019,0.294,46251.039,1.232,18.672,1.107,10.711,26.252,3122.844,5.32,199.7
Denmark,DNK,2000,236.519,54.296,70.407,10.168,0.261,44286.531,1.135,15.657,0.724,10.64,25.36,3177.14,5.34,208.33
Denmark,DNK,2001,237.216,55.886,71.465,10.429,0.265,44250.59,1.123,16.558,0.771,11.105,25.603,3233.026,5.36,211.24
Denmark,DNK,2002,236.755,55.544,70.526,10.332,0.26,44017.227,1.109,16.537,0.675,11.096,25.315,3288.57,5.38,213.52
Denmark,DNK,2003,255.233,60.638,76.118,11.249,0.281,47297.211,1.184,22.573,0.67,11.214,24.392,3349.208,5.39,215.55
Denmark,DNK,2004,241.652,55.093,72.317,10.194,0.248,44621.559,1.086,17.281,0.753,11.154,24.07,3404.301,5.4,222.53
Denmark,DNK,2005,233.617,51.527,68.279,9.508,0.225,42973.391,1.02,14.602,0.548,10.69,23.883,3455.828,5.42,229.08
Denmark,DNK,2006,255.481,59.492,75.209,10.941,0.248,46809.781,1.067,22.006,0.544,10.882,24.228,3515.32,5.44,239.41
Denmark,DNK,2007,243.401,54.698,71.884,10.015,0.225,44418.504,1.002,18.422,0.544,9.738,24.166,3570.019,5.46,242.91
Denmark,DNK,2008,234.872,51.246,68.413,9.328,0.211,42682.66,0.966,16.134,0.388,9.826,23.314,3621.264,5.49,243.09
Denmark,DNK,2009,220.807,48.84,65.434,8.843,0.21,39954.535,0.95,15.784,0.262,9.412,22.292,3670.104,5.52,232.51
Denmark,DNK,2010,235.977,49.179,68.705,8.865,0.206,42511.805,0.991,15.351,0.353,10.555,21.943,3719.283,5.55,238.19
Denmark,DNK,2011,220.975,44.227,61.041,7.939,0.182,39629.48,0.91,12.915,0.252,8.972,20.912,3763.51,5.57,242.76
