country,iso_code,year,primary_energy_consumption,co2,total_ghg,co2_per_capita,co2_per_gdp,energy_per_capita,energy_per_gdp,coal_co2,flaring_co2,gas_co2,oil_co2,cumulative_co2,pop(m),gdp($b)
Algeria,DZA,1975,70.37,32.001,91.422,2.041,0.493,4475.105,1.085,0.791,14.991,4.459,11.291,290.132,15.68,64.88
Algeria,DZA,1976,82.102,39.131,95.218,2.385,0.566,4975.73,1.187,0.586,20.758,6.063,11.035,329.264,16.41,69.15
Algeria,DZA,1977,90.213,41.845,98.898,2.459,0.555,5265.062,1.196,0.605,22.893,3.605,13.868,371.108,17.02,75.44
Algeria,DZA,1978,113.361,62.455,122.399,3.567,0.734,6429.067,1.332,0.572,23.541,23.856,13.165,433.564,17.51,85.1
Algeria,DZA,1979,148.54,45.546,109.351,2.525,0.491,8176.383,1.601,0.894,19.284,8.167,15.359,479.109,18.04,92.75
Algeria,DZA,1980,177.143,66.416,125.339,3.569,0.703,9452.979,1.875,1.608,18.686,25.479,18.62,545.526,18.61,94.48
Algeria,DZA,1981,215.186,46.342,103.515,2.411,0.478,11119.953,2.222,1.909,12.946,11.165,18.157,591.868,19.22,96.86
Algeria,DZA,1982,248.112,39.173,95.699,1.971,0.38,12405.545,2.407,1.975,9.259,7.17,18.642,631.041,19.87,103.07
Algeria,DZA,1983,270.967,52.504,120.155,2.554,0.484,13101.501,2.499,3.148,8.406,16.61,22.022,683.545,20.56,108.43
Algeria,DZA,1984,260.196,70.947,137.516,3.335,0.62,12162.377,2.274,4.027,10.981,30.51,22.768,754.491,21.27,114.41
Algeria,DZA,1985,262.297,72.609,141.183,3.299,0.603,11850.976,2.179,3.078,16.407,27.7,22.504,827.1,22.01,120.36
Algeria,DZA,1986,277.491,76.08,148.3,3.345,0.639,12126.727,2.329,2.726,14.425,33.086,22.761,903.181,22.75,119.14
Algeria,DZA,1987,285.168,83.883,157.117,3.578,0.709,12090.516,2.41,2.968,12.117,40.117,25.091,987.064,23.44,118.32
Algeria,DZA,1988,305.422,83.708,156.991,3.472,0.723,12598.338,2.637,2.975,11.061,38.972,27.285,1070.772,24.11,115.82
Algeria,DZA,1989,297.068,79.808,155.679,3.224,0.666,11935.479,2.48,2.986,11.772,36.673,25.153,1150.58,24.75,119.76
Algeria,DZA,1990,314.974,76.738,160.869,3.024,0.651,12343.162,2.673,2.942,8.695,38.908,23.204,1227.318,25.38,117.84
Algeria,DZA,1991,312.095,78.807,169.126,3.032,0.651,11942.152,2.577,2.689,8.654,38.428,26.066,1306.125,25.99,121.1
Algeria,DZA,1992,320.227,79.883,165.198,3.0,0.624,11971.857,2.502,2.378,13.898,31.932,28.678,1386.008,26.63,127.98
Algeria,DZA,1993,297.995,81.944,171.063,3.004,0.629,10893.888,2.287,1.924,12.941,36.098,27.993,1467.952,27.28,130.28
Algeria,DZA,1994,301.921,88.608,175.045,3.177,0.66,10807.21,2.248,2.286,15.665,37.386,30.45,1556.561,27.89,134.28
Algeria,DZA,1995,313.145,96.777,192.565,3.399,0.667,10996.017,2.159,1.935,17.375,47.222,27.081,1653.338,28.47,145.06
Algeria,DZA,1996,309.925,100.039,196.756,3.446,0.639,10692.724,1.979,1.407,17.653,50.567,27.407,1753.377,29.03,156.58
Algeria,DZA,1997,297.86,88.369,179.375,2.988,0.537,10105.152,1.809,1.381,14.691,39.007,30.019,1841.746,29.58,164.64
Algeria,DZA,1998,308.349,106.537,196.014,3.545,0.592,10304.176,1.713,2.11,13.249,54.641,33.09,1948.283,30.05,179.96
Algeria,DZA,1999,311.434,91.449,183.054,3.001,0.473,10262.746,1.612,2.173,12.733,50.92,22.188,2039.732,30.47,193.18
Algeria,DZA,2000,299.946,85.399,183.103,2.763,0.409,9746.524,1.438,1.96,14.287,38.534,26.828,2125.131,30.9,208.55
Algeria,DZA,2001,310.813,86.839,175.084,2.772,0.389,9961.64,1.391,2.096,11.49,41.029,28.458,2211.97,31.33,223.42
Algeria,DZA,2002,321.951,90.692,175.335,2.856,0.37,10180.35,1.312,2.609,9.878,44.653,29.495,2302.662,31.75,245.36
Algeria,DZA,2003,336.922,94.581,187.613,2.939,0.346,10510.461,1.232,2.788,11.791,44.027,31.943,2397.243,32.18,273.57
Algeria,DZA,2004,349.778,91.714,181.704,2.811,0.309,10759.022,1.179,1.924,10.866,41.209,32.818,2488.957,32.63,296.77
Algeria,DZA,2005,366.272,110.993,201.883,3.352,0.34,11113.723,1.121,2.363,10.705,61.211,31.052,2599.949,33.11,326.85
Algeria,DZA,2006,379.22,105.896,200.438,3.149,0.306,11341.98,1.097,2.7,12.116,49.306,35.233,2705.846,33.62,345.7
Algeria,DZA,2007,399.64,109.889,200.464,3.214,0.296,11759.701,1.075,3.012,10.479,51.076,38.322,2815.735,34.19,371.66
Algeria,DZA,2008,423.557,111.087,204.95,3.191,0.281,12252.297,1.071,3.008,11.582,51.551,37.363,2926.823,34.82,395.66
Algeria,DZA,2009,448.859,118.856,205.922,3.349,0.284,12753.12,1.073,1.594,9.257,54.894,44.891,3045.679,35.49,418.25
Algeria,DZA,2010,438.995,118.353,210.812,3.27,0.263,12243.156,0.974,1.216,10.151,53.368,45.365,3164.032,36.19,450.71
Algeria,DZA,2011,464.488,125.095,217.176,3.39,0.26,12710.541,0.964,1.048,12.219,56.721,46.92,3289.127,36.9,482.03
Algeria,DZA,2012,507.672,135.674,229.93,3.604,0.272,13624.909,1.019,1.037,14.287,64.114,48.539,3424.801,37.65,498.42
Algeria,DZA,2013,536.977,140.786,233.758,3.665,0.275,14130.735,1.048,0.725,15.394,65.45,51.919,3565.587,38.41,512.37
Algeria,DZA,2014,585.613,151.283,247.471,3.859,0.284,15108.635,1.101,0.546,16.353,73.831,52.885,3716.87,39.21,531.84
Algeria,DZA,2015,617.518,160.087,257.118,4.0,0.29,15616.312,1.12,0.502,17.165,78.769,55.59,3876.958,40.02,551.52
Algeria,DZA,2016,616.996,158.482,260.646,3.88,0.278,15295.143,1.084,0.0,16.073,78.677,54.627,4035.439,40.85,569.17
Algeria,DZA,2017,623.795,165.174,267.287,3.962,0.286,15164.0,1.081,0.865,16.55,82.352,55.323,4200.613,41.69,577.14
Algeria,DZA,2018,669.62,172.705,276.094,4.063,0.296,15971.084,1.146,1.451,16.391,88.885,56.233,4373.319,42.51,584.06
Algeria,DZA,2019,694.349,179.907,280.463,4.155,0.305,16259.053,1.177,1.198,16.974,91.998,59.637,4553.225,43.29,589.9
Algeria,DZA,2020,648.899,168.178,264.184,3.819,0.3,14933.807,1.159,0.542,17.53,87.024,54.125,4721.403,44.04,559.82
Algeria,DZA,2021,707.627,179.596,283.354,4.012,0.31,16017.653,1.222,1.107,15.333,96.259,57.343,4900.999,44.76,578.85
Algeria,DZA,2022,734.191,184.558,290.326,4.058,0.31,16350.52,1.232,0.775,16.194,100.626,57.407,5085.557,45.48,595.82
Algeria,DZA,2023,705.003,178.133,282.645,3.859,2.989711657883253e-10,15458.39,1.1832482964653755e-09,0.689,15.378,92.546,59.966,5263.69,46.16,595.82
Argentina,ARG,1975,402.571,94.845,289.226,3.666,0.281,15557.969,1.192,3.594,3.902,15.722,68.913,2048.135,25.87,337.66
Argentina,ARG,1976,422.714,99.699,294.326,3.793,0.296,16078.729,1.255,3.239,5.284,16.467,71.868,2147.834,26.28,336.84
Argentina,ARG,1977,441.458,100.706,297.393,3.771,0.282,16525.492,1.236,2.704,5.408,16.905,72.702,2248.54,26.7,357.16
Argentina,ARG,1978,442.127,102.556,290.101,3.78,0.3,16286.93,1.295,3.833,6.251,16.426,72.899,2351.096,27.13,341.47
Argentina,ARG,1979,474.656,110.616,295.62,4.012,0.302,17207.568,1.297,3.602,6.599,18.016,79.073,2461.712,27.57,365.91
Argentina,ARG,1980,472.019,108.656,294.76,3.879,0.293,16842.906,1.272,2.865,6.156,19.566,76.508,2570.368,28.01,371.08
Argentina,ARG,1981,457.964,101.969,284.574,3.582,0.292,16085.102,1.309,2.957,5.144,20.485,70.059,2672.337,28.46,349.78
Argentina,ARG,1982,466.513,103.351,282.869,3.573,0.305,16129.603,1.377,2.66,5.595,23.249,69.032,2775.688,28.92,338.76
Argentina,ARG,1983,485.764,105.142,288.464,3.577,0.3,16535.426,1.385,2.191,5.196,26.264,68.674,2880.83,29.39,350.71
Argentina,ARG,1984,487.344,106.452,292.39,3.565,0.297,16336.176,1.362,2.147,7.149,27.301,67.237,2987.281,29.86,357.84
Argentina,ARG,1985,481.619,100.531,281.289,3.314,0.301,15901.774,1.441,2.774,6.188,28.809,60.435,3087.812,30.34,334.17
Argentina,ARG,1986,508.885,104.15,283.787,3.38,0.29,16549.99,1.419,3.393,4.804,30.964,62.2,3191.963,30.81,358.64
Argentina,ARG,1987,531.837,114.877,294.797,3.671,0.312,17037.08,1.446,3.778,4.778,36.699,66.454,3306.84,31.29,367.89
Argentina,ARG,1988,540.738,121.405,308.005,3.82,0.336,17062.936,1.498,4.023,5.87,42.233,66.232,3428.245,31.78,360.92
Argentina,ARG,1989,521.441,117.02,309.019,3.626,0.346,16211.047,1.54,4.144,6.262,44.609,59.753,3545.265,32.27,338.52
Argentina,ARG,1990,513.022,112.149,312.334,3.424,0.331,15718.703,1.514,3.14,4.785,43.213,59.188,3657.414,32.76,338.75
Argentina,ARG,1991,521.347,117.755,346.004,3.544,0.313,15747.927,1.386,2.939,4.104,47.284,61.233,3775.169,33.23,376.06
Argentina,ARG,1992,559.309,121.535,342.419,3.607,0.292,16661.842,1.342,3.107,3.997,48.303,63.633,3896.703,33.69,416.68
Argentina,ARG,1993,577.843,118.001,335.297,3.455,0.265,16981.766,1.299,2.528,4.752,40.807,67.152,4014.705,34.15,444.78
Argentina,ARG,1994,608.761,118.469,337.789,3.423,0.251,17651.035,1.287,3.561,1.978,42.677,67.203,4133.174,34.61,472.93
Argentina,ARG,1995,628.236,125.277,347.306,3.572,0.271,17977.289,1.361,3.741,2.887,53.194,62.834,4258.451,35.07,461.6
Argentina,ARG,1996,657.128,131.15,350.828,3.693,0.268,18568.533,1.343,3.114,2.151,57.542,65.921,4389.6,35.51,489.41
Argentina,ARG,1997,664.755,136.553,358.378,3.799,0.257,18560.299,1.251,2.807,2.206,61.504,66.868,4526.153,35.95,531.53
Argentina,ARG,1998,688.425,139.32,360.215,3.83,0.251,18999.846,1.241,3.155,1.693,61.614,69.576,4665.473,36.37,554.57
Argentina,ARG,1999,696.066,148.304,375.176,4.031,0.276,18990.684,1.293,2.788,1.883,67.619,72.723,4813.777,36.79,538.27
Argentina,ARG,2000,698.777,143.469,376.635,3.855,0.267,18849.811,1.303,2.36,1.466,69.438,67.434,4957.246,37.21,536.48
Argentina,ARG,2001,682.524,135.137,375.235,3.592,0.262,18210.119,1.326,2.008,1.507,64.807,64.334,5092.383,37.62,514.87
Argentina,ARG,2002,654.474,124.931,438.218,3.285,0.271,17275.256,1.421,1.579,1.51,62.618,57.495,5217.314,38.03,460.56
Argentina,ARG,2003,701.506,134.481,496.371,3.5,0.267,18326.521,1.394,2.48,1.297,69.068,59.355,5351.795,38.42,503.1
Argentina,ARG,2004,744.817,157.049,548.137,4.046,0.285,19261.457,1.353,2.532,1.091,82.913,67.813,5508.845,38.82,550.31
Argentina,ARG,2005,790.507,161.589,561.961,4.12,0.269,20232.844,1.315,3.668,0.913,81.967,71.8,5670.433,39.22,601.05
Argentina,ARG,2006,830.543,174.309,578.216,4.399,0.267,21038.723,1.273,3.968,0.799,83.867,81.911,5844.742,39.62,652.3
Argentina,ARG,2007,865.645,173.581,509.561,4.338,0.243,21708.369,1.211,3.759,0.695,87.178,77.952,6018.323,40.02,714.72
Argentina,ARG,2008,877.178,187.342,489.573,4.634,0.251,21780.381,1.174,3.975,0.599,90.12,88.658,6205.665,40.42,747.16
Argentina,ARG,2009,852.511,178.181,581.036,4.361,0.252,20954.273,1.208,3.305,0.693,87.993,82.38,6383.846,40.85,705.92
Argentina,ARG,2010,883.969,185.946,532.046,4.504,0.237,21507.703,1.125,4.082,0.612,86.928,90.145,6569.792,41.29,785.78
Argentina,ARG,2011,909.091,189.775,530.076,4.548,0.227,21894.867,1.085,4.825,0.872,92.586,86.906,6759.567,41.73,837.74
Argentina,ARG,2012,943.706,191.362,492.679,4.539,0.231,22494.715,1.138,5.078,1.131,95.381,85.587,6950.929,42.16,829.15
Argentina,ARG,2013,981.398,189.538,465.765,4.451,0.223,23152.588,1.156,4.84,1.291,91.338,87.487,7140.467,42.58,849.09
Argentina,ARG,2014,979.858,188.397,484.721,4.379,0.228,22881.006,1.184,5.536,1.388,92.844,84.292,7328.863,43.02,827.75
Argentina,ARG,2015,996.94,191.744,451.467,4.41,0.225,23046.873,1.172,5.467,1.218,93.535,86.954,7520.607,43.48,850.36
Argentina,ARG,2016,992.424,189.92,443.72,4.326,0.228,22726.455,1.192,4.192,0.841,96.303,84.556,7710.527,43.9,832.67
Argentina,ARG,2017,991.397,186.899,421.577,4.22,0.218,22503.818,1.158,4.279,0.96,96.442,80.856,7897.426,44.29,856.14
Argentina,ARG,2018,984.346,180.599,418.329,4.044,0.217,22163.16,1.181,4.356,1.359,96.123,74.392,8078.026,44.65,833.74
Argentina,ARG,2019,927.358,178.508,436.947,3.969,0.218,20725.168,1.135,2.143,1.771,95.606,74.847,8256.533,44.97,817.05
Argentina,ARG,2020,869.829,165.121,396.199,3.654,0.224,19314.059,1.182,3.224,1.987,89.083,67.319,8421.654,45.19,735.81
Argentina,ARG,2021,958.463,191.108,416.624,4.218,0.235,21168.963,1.18,4.51,2.325,93.073,86.529,8612.763,45.31,812.32
Argentina,ARG,2022,1029.381,204.081,433.366,4.494,0.239,22618.625,1.204,4.78,2.195,92.908,99.135,8816.843,45.41,854.91
Argentina,ARG,2023,1019.741,195.806,422.011,4.3,2.2903590302650327e-10,22277.793,1.1927995096582815e-09,4.106,2.054,91.051,93.742,9012.649,45.54,854.91
Australia,AUS,1975,723.9,173.102,451.337,12.459,0.599,52128.41,2.504,84.33,0.44,8.369,77.93,4214.227,13.89,289.1
Australia,AUS,1976,749.088,169.803,472.007,12.088,0.565,53361.164,2.491,84.598,0.44,9.259,73.452,4384.03,14.05,300.76
Australia,AUS,1977,785.969,181.915,532.306,12.808,0.599,55375.77,2.586,90.491,0.44,11.051,77.898,4565.945,14.2,303.89
Australia,AUS,1978,811.221,191.052,490.103,13.298,0.611,56508.172,2.594,93.311,0.44,13.802,81.48,4756.997,14.37,312.73
Australia,AUS,1979,841.291,192.322,513.009,13.233,0.584,57938.066,2.556,94.767,0.44,15.286,79.688,4949.319,14.53,329.19
Australia,AUS,1980,844.247,204.37,526.375,13.883,0.609,57407.051,2.514,101.825,0.44,17.671,82.222,5153.688,14.72,335.76
Australia,AUS,1981,857.794,213.81,519.801,14.302,0.613,57454.168,2.46,104.819,0.44,20.361,85.675,5367.499,14.95,348.73
Australia,AUS,1982,849.919,218.001,516.553,14.349,0.626,56032.07,2.44,107.585,0.44,22.53,85.063,5585.5,15.19,348.3
Australia,AUS,1983,841.572,207.645,558.091,13.47,0.596,54707.613,2.416,105.149,0.44,22.79,76.889,5793.145,15.41,348.35
Australia,AUS,1984,871.355,217.516,508.081,13.925,0.584,55929.691,2.34,109.101,0.275,24.05,81.407,6010.661,15.62,372.38
Australia,AUS,1985,896.293,224.556,530.587,14.18,0.574,56778.852,2.291,119.256,0.352,30.147,71.91,6235.217,15.84,391.23
Australia,AUS,1986,912.411,224.04,480.433,13.942,0.561,56981.902,2.285,118.775,0.319,28.092,73.947,6459.257,16.07,399.34
Australia,AUS,1987,937.538,234.6,452.441,14.373,0.56,57661.828,2.237,126.142,0.256,28.972,76.352,6693.857,16.32,419.09
Australia,AUS,1988,981.314,240.737,454.04,14.507,0.55,59380.375,2.241,130.359,0.348,29.686,77.208,6934.594,16.59,437.91
Australia,AUS,1989,1029.713,256.837,479.129,15.225,0.562,61304.891,2.252,141.141,0.535,30.345,81.436,7191.431,16.87,457.18
Australia,AUS,1990,1051.079,278.16,532.292,16.242,0.599,61654.105,2.265,141.877,7.273,34.455,88.777,7469.591,17.13,464.14
Australia,AUS,1991,1043.94,279.534,513.691,16.109,0.606,60444.344,2.263,146.083,7.001,32.786,88.177,7749.125,17.35,461.3
Australia,AUS,1992,1060.42,284.529,557.035,16.213,0.594,60725.57,2.216,150.049,7.304,33.97,87.849,8033.654,17.55,478.63
Australia,AUS,1993,1084.443,288.874,566.656,16.299,0.576,61505.934,2.162,150.096,7.137,35.67,90.318,8322.528,17.72,501.52
Australia,AUS,1994,1125.551,293.701,557.506,16.41,0.556,63213.672,2.132,151.376,6.88,37.032,91.854,8616.229,17.9,527.99
Australia,AUS,1995,1154.299,305.056,645.68,16.858,0.556,64117.02,2.102,155.735,7.061,39.847,96.068,8921.285,18.1,549.04
Australia,AUS,1996,1188.137,311.941,649.001,17.041,0.543,65239.766,2.067,160.388,6.761,39.781,98.664,9233.226,18.31,574.77
Australia,AUS,1997,1217.288,320.333,629.577,17.311,0.533,66120.109,2.024,167.683,6.688,41.09,98.381,9553.56,18.5,601.47
Australia,AUS,1998,1246.33,334.136,680.273,17.867,0.526,67001.016,1.963,177.614,6.902,43.506,99.142,9887.694,18.7,634.85
Australia,AUS,1999,1297.347,343.959,696.619,18.189,0.518,69004.562,1.952,183.231,7.165,45.564,100.809,10231.654,18.91,664.52
Australia,AUS,2000,1305.259,350.008,745.01,18.294,0.506,68632.961,1.886,185.797,7.953,46.61,102.65,10581.663,19.13,692.06
Australia,AUS,2001,1315.385,357.784,726.142,18.475,0.501,68338.281,1.843,190.082,8.173,49.326,103.174,10939.446,19.37,713.89
Australia,AUS,2002,1341.745,362.537,694.026,18.501,0.485,68892.781,1.796,191.147,8.007,50.589,105.452,11301.982,19.6,747.07
Australia,AUS,2003,1360.862,369.63,702.678,18.65,0.477,69082.789,1.757,195.386,7.158,49.912,109.666,11671.612,19.82,774.45
Australia,AUS,2004,1404.444,383.159,735.504,19.113,0.473,70486.32,1.734,202.225,6.858,52.83,113.748,12054.771,20.05,809.79
Australia,AUS,2005,1410.35,386.176,632.909,19.029,0.46,69917.164,1.679,200.715,6.915,54.458,116.504,12440.947,20.29,840.09
Australia,AUS,2006,1470.838,392.36,664.152,19.055,0.453,71863.758,1.697,204.401,7.046,55.777,117.364,12833.308,20.59,866.68
Australia,AUS,2007,1506.167,399.475,693.954,19.064,0.438,72304.695,1.653,203.559,7.505,61.006,119.32,13232.782,20.95,911.25
Australia,AUS,2008,1531.745,404.84,753.943,18.944,0.432,72089.344,1.633,204.688,7.484,61.744,122.931,13637.623,21.37,937.89
Australia,AUS,2009,1509.545,407.094,693.025,18.689,0.423,69689.844,1.567,206.066,7.969,63.087,122.373,14044.717,21.78,963.13
Australia,AUS,2010,1508.839,405.131,857.474,18.297,0.408,68523.875,1.518,200.552,8.194,64.246,124.551,14449.848,22.14,993.85
Australia,AUS,2011,1558.602,403.858,827.467,17.965,0.394,69714.188,1.522,192.141,7.883,66.46,129.802,14853.706,22.48,1024.0
Australia,AUS,2012,1536.113,406.197,780.43,17.775,0.382,67583.031,1.446,189.154,8.295,67.7,133.681,15259.902,22.85,1062.66
Australia,AUS,2013,1555.586,399.068,676.871,17.174,0.367,67307.039,1.432,176.363,8.855,69.642,137.311,15658.97,23.24,1086.07
Australia,AUS,2014,1566.458,392.729,660.795,16.644,0.353,66744.195,1.406,168.146,9.281,70.591,137.536,16051.698,23.6,1113.89
Australia,AUS,2015,1601.271,401.497,635.95,16.765,0.352,67223.109,1.405,174.205,10.835,71.37,137.952,16453.195,23.95,1139.3
Australia,AUS,2016,1606.503,410.388,654.491,16.868,0.351,66396.188,1.373,179.562,12.447,73.804,137.699,16863.584,24.33,1169.97
Australia,AUS,2017,1601.646,413.818,685.722,16.733,0.345,65133.145,1.337,176.932,14.869,75.229,139.838,17277.4,24.73,1197.83
Australia,AUS,2018,1624.987,415.591,662.327,16.544,0.337,65053.539,1.319,169.401,16.939,78.346,144.034,17692.992,25.12,1231.58
Australia,AUS,2019,1679.844,415.77,627.438,16.316,0.331,66247.297,1.338,164.952,20.212,80.305,143.362,18108.762,25.48,1255.51
Australia,AUS,2020,1585.126,399.184,608.284,15.506,0.324,61750.023,1.286,156.681,17.284,83.221,135.404,18507.945,25.74,1232.26
Australia,AUS,2021,1589.075,389.02,609.463,14.987,0.3,61304.32,1.225,151.894,15.414,80.065,134.679,18896.965,25.96,1296.71
Australia,AUS,2022,1661.016,384.362,605.939,14.67,0.286,63452.266,1.236,146.069,17.14,80.412,133.807,19281.328,26.2,1344.25
Australia,AUS,2023,1672.456,382.972,580.988,14.478,2.8489641063790215e-10,63256.879,1.244155477031802e-09,142.666,17.14,74.636,141.596,19664.301,26.45,1344.25
Austria,AUT,1975,281.064,54.214,68.202,7.154,0.385,37094.656,1.998,14.564,0.102,8.108,28.869,2618.936,7.58,140.7
Austria,AUT,1976,290.894,58.204,73.04,7.694,0.396,38460.152,1.977,14.269,0.102,9.263,31.904,2677.14,7.56,147.13
Austria,AUT,1977,291.598,55.994,70.953,7.399,0.364,38538.719,1.893,12.542,0.102,9.416,31.408,2733.134,7.57,154.02
Austria,AUT,1978,304.19,57.226,71.933,7.568,0.373,40235.43,1.982,12.836,0.102,9.802,31.868,2790.36,7.56,153.46
Austria,AUT,1979,322.217,61.321,77.041,8.124,0.379,42692.008,1.991,14.436,0.102,9.761,34.552,2851.682,7.55,161.83
Austria,AUT,1980,320.874,52.025,66.771,6.892,0.314,42513.559,1.938,14.19,0.102,9.284,26.071,2903.707,7.55,165.57
Austria,AUT,1981,311.52,55.833,70.202,7.378,0.338,41171.953,1.883,14.641,0.102,8.819,29.99,2959.54,7.57,165.41
Austria,AUT,1982,301.322,53.565,67.635,7.073,0.318,39797.918,1.788,14.128,0.102,8.544,28.652,3013.105,7.57,168.56
Austria,AUT,1983,300.495,51.668,65.588,6.833,0.298,39752.715,1.734,14.396,0.102,8.684,26.417,3064.773,7.56,173.29
Austria,AUT,1984,297.469,54.214,68.714,7.17,0.312,39355.172,1.711,16.853,0.102,9.72,25.492,3118.987,7.56,173.87
Austria,AUT,1985,315.806,54.366,68.726,7.187,0.306,41761.547,1.777,16.657,0.102,10.402,25.326,3173.353,7.56,177.76
Austria,AUT,1986,316.435,53.729,68.16,7.098,0.295,41816.344,1.739,14.726,0.102,9.248,27.788,3227.082,7.57,181.93
Austria,AUT,1987,334.019,57.374,71.301,7.575,0.31,44110.18,1.806,14.799,0.102,9.633,31.012,3284.456,7.57,184.99
Austria,AUT,1988,329.132,52.937,67.644,6.979,0.277,43399.539,1.725,14.286,0.102,9.23,27.407,3337.393,7.59,190.85
Austria,AUT,1989,330.973,53.696,67.87,7.046,0.27,43438.27,1.664,13.845,0.102,10.05,27.812,3391.089,7.62,198.92
Austria,AUT,1990,333.824,62.184,76.185,8.097,0.299,43473.848,1.605,18.139,0.102,11.836,28.9,3453.273,7.68,207.98
Austria,AUT,1991,349.4,65.782,80.108,8.48,0.305,45051.105,1.618,18.7,0.111,12.502,31.407,3519.056,7.76,215.99
Austria,AUT,1992,344.792,60.283,73.3,7.686,0.272,43974.008,1.557,14.385,0.12,12.518,30.152,3579.338,7.84,221.4
Austria,AUT,1993,352.443,60.709,73.379,7.677,0.272,44583.27,1.577,13.274,0.112,13.023,31.266,3640.047,7.91,223.46
Austria,AUT,1994,349.408,61.083,73.262,7.695,0.266,44031.754,1.521,13.459,0.128,13.658,30.716,3701.131,7.94,229.75
Austria,AUT,1995,367.661,64.061,75.726,8.058,0.27,46262.477,1.552,15.425,0.127,14.901,30.854,3765.191,7.95,236.82
Austria,AUT,1996,375.696,67.405,79.158,8.467,0.277,47209.656,1.543,15.069,0.071,15.797,33.778,3832.597,7.96,243.48
Austria,AUT,1997,380.569,67.302,79.395,8.445,0.269,47767.598,1.523,16.157,0.121,15.301,32.853,3899.898,7.97,249.85
Austria,AUT,1998,389.247,66.937,79.504,8.39,0.258,48803.195,1.498,13.707,0.142,15.717,34.66,3966.835,7.98,259.78
Austria,AUT,1999,392.804,65.668,77.358,8.215,0.243,49153.414,1.454,13.876,0.171,16.102,32.813,4032.503,7.99,270.19
Austria,AUT,2000,395.171,66.177,76.664,8.259,0.236,49332.055,1.409,15.751,0.165,15.264,32.161,4098.68,8.01,280.41
Austria,AUT,2001,406.593,70.166,80.562,8.725,0.246,50573.637,1.425,16.562,0.183,16.156,34.409,4168.846,8.04,285.34
Austria,AUT,2002,406.828,71.969,82.308,8.905,0.247,50356.289,1.397,16.736,0.167,16.069,36.056,4240.815,8.08,291.23
Austria,AUT,2003,407.704,77.396,89.567,9.528,0.263,50209.152,1.384,17.941,0.184,17.267,39.081,4318.211,8.12,294.49
Austria,AUT,2004,422.457,77.694,87.858,9.506,0.256,51700.691,1.391,17.766,0.165,17.662,39.1,4395.904,8.17,303.69
Austria,AUT,2005,431.35,79.092,89.018,9.611,0.254,52430.82,1.385,17.862,0.16,18.701,39.394,4474.997,8.23,311.44
Austria,AUT,2006,425.865,76.812,87.043,9.288,0.238,51509.012,1.318,17.866,0.18,17.498,38.134,4551.808,8.27,323.24
Austria,AUT,2007,420.066,74.112,84.846,8.932,0.22,50642.531,1.249,17.456,0.185,16.496,36.624,4625.92,8.3,336.3
Austria,AUT,2008,424.56,73.49,84.613,8.829,0.214,51021.918,1.238,17.028,0.162,17.436,35.481,4699.411,8.32,342.89
Austria,AUT,2009,409.772,67.307,77.505,8.065,0.203,49116.078,1.238,12.83,0.205,17.035,34.415,4766.717,8.35,331.12
Austria,AUT,2010,421.558,72.008,82.282,8.608,0.213,50408.578,1.244,15.497,0.184,18.777,34.795,4838.725,8.37,338.83
Austria,AUT,2011,395.869,69.901,80.099,8.328,0.2,47176.66,1.132,15.818,0.18,17.73,33.282,4908.627,8.39,349.71
Austria,AUT,2012,414.402,67.274,77.206,7.979,0.191,49160.137,1.177,14.685,0.184,16.945,32.639,4975.901,8.43,352.09
Austria,AUT,2013,410.852,67.767,78.082,7.99,0.192,48452.184,1.167,14.959,0.191,16.331,33.457,5043.668,8.48,352.18
Austria,AUT,2014,394.889,64.166,73.861,7.507,0.181,46207.137,1.114,13.801,0.169,14.946,32.42,5107.834,8.55,354.51
Austria,AUT,2015,396.383,66.357,75.462,7.677,0.185,45864.832,1.107,14.371,0.162,15.966,32.997,5174.191,8.64,358.11
Austria,AUT,2016,409.651,67.217,76.329,7.693,0.184,46889.66,1.122,13.334,0.131,16.736,34.108,5241.409,8.74,365.23
Austria,AUT,2017,417.569,69.598,78.939,7.91,0.186,47464.48,1.118,14.023,0.138,17.975,34.544,5311.007,8.8,373.48
Austria,AUT,2018,408.402,66.562,76.058,7.528,0.174,46196.625,1.068,12.294,0.127,17.018,34.082,5377.569,8.84,382.54
Austria,AUT,2019,427.96,67.946,77.42,7.651,0.175,48194.07,1.102,13.004,0.118,17.79,34.084,5445.515,8.88,388.34
Austria,AUT,2020,400.144,62.176,71.567,6.969,0.171,44920.742,1.101,11.371,0.109,16.959,30.775,5507.69,8.92,363.28
Austria,AUT,2021,406.033,65.757,75.383,7.333,0.173,45508.77,1.069,12.418,0.084,17.923,32.165,5573.448,8.97,379.84
Austria,AUT,2022,379.769,61.489,70.782,6.783,0.154,42481.578,0.952,11.666,0.08,15.967,30.734,5634.937,9.06,398.82
Austria,AUT,2023,384.811,58.578,67.949,6.416,1.4688013239221194e-10,42952.613,9.64885974700049e-10,10.892,0.08,13.832,30.733,5693.515,9.13,398.82
Bangladesh,BGD,1975,21.331,4.857,82.195,0.062,0.076,285.556,0.332,0.473,0.0,0.964,3.345,70.318,77.85,64.2
Bangladesh,BGD,1976,24.893,5.556,82.16,0.07,0.083,325.91,0.371,0.447,0.0,1.412,3.63,75.874,79.86,67.08
